epoch,loss,accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_5_accuracy,elapsed_s
39,1.7900466918945312,0.7552833557128906,0.8891022205352783,1.5480650663375854,0.815496563911438,0.9343963861465454,2361.422814846039
40,1.7751703262329102,0.758726179599762,0.8910487294197083,1.5527477264404297,0.8147474527359009,0.93375426530838,2278.574395418167
41,1.7564148902893066,0.7654131650924683,0.8931806087493896,1.5387568473815918,0.8193492889404297,0.9369648694992064,2269.06102347374
42,1.740182399749756,0.7687764763832092,0.8954846262931824,1.511162042617798,0.826305627822876,0.9397474527359008,2296.198523044586
43,1.728215575218201,0.7716763615608215,0.8972193002700806,1.5090252161026,0.828125,0.9394263625144958,2276.6322140693665
44,1.706968069076538,0.7778469324111938,0.8999999761581421,1.5151129961013794,0.8259845972061157,0.9395334124565125,2498.6617097854614
45,1.6884759664535522,0.7834481000900269,0.9018670320510864,1.5090758800506592,0.831442654132843,0.938998281955719,2084.629584312439
46,1.670568585395813,0.7883739471435547,0.9041445851325988,1.507096767425537,0.828446090221405,0.9402825236320496,1981.0961654186249
47,1.6584632396697998,0.7936705350875854,0.905587911605835,1.4923312664031982,0.8363655805587769,0.9407106041908264,1865.4815168380733
48,1.642964243888855,0.7961996793746948,0.9071371555328368,1.4906889200210571,0.834118127822876,0.9414597749710084,2137.820162296295
49,1.6284465789794922,0.8008209466934204,0.9092823266983032,1.4855666160583496,0.8382919430732727,0.94156676530838,1911.007464885712
50,1.6128712892532349,0.806117594242096,0.9115068912506104,1.4819800853729248,0.8381849527359009,0.9411386847496032,1972.5521624088287
51,1.5980286598205566,0.8093485236167908,0.9130561351776124,1.4791277647018433,0.8379709124565125,0.9413527250289916,1961.2049279212952
52,1.5904889106750488,0.8106064796447754,0.9143008589744568,1.485233187675476,0.8386130332946777,0.9397474527359008,1993.674052476883
53,1.5742496252059937,0.8172537088394165,0.9150688648223876,1.4782947301864624,0.8365796208381653,0.9441352486610411,2008.0188901424408
54,1.5605227947235107,0.8199020028114319,0.9171212911605836,1.471491456031799,0.8430008292198181,0.941994845867157,2112.918365240097
55,1.5398869514465332,0.8256090879440308,0.920312523841858,1.4656622409820557,0.8401113152503967,0.9437071681022644,2043.9283845424648
56,1.5438635349273682,0.8250397443771362,0.9182600378990172,1.4765524864196775,0.8425727486610413,0.9425299763679504,2179.6410343647003
57,1.5243935585021973,0.8311043381690979,0.9214512705802916,1.4625197649002075,0.8456763625144958,0.9426369667053224,2111.016762018204
58,1.51412832736969,0.834639847278595,0.9230005145072936,1.4558794498443604,0.8474957346916199,0.9440282583236694,2136.195631504059
59,1.5016053915023804,0.8378442525863647,0.9240598678588868,1.4705618619918823,0.8410744667053223,0.9424229264259338,2017.5196859836576
60,1.4863160848617554,0.8426112532615662,0.9258607029914856,1.46279776096344,0.8447132110595703,0.9429580569267272,2277.497159719467
61,1.4754245281219482,0.8448755145072937,0.9277939796447754,1.4650154113769531,0.8468536138534546,0.9437071681022644,2161.765944004059
62,1.4677821397781372,0.8470073938369751,0.9279395937919616,1.452938675880432,0.8504922986030579,0.9447773694992064,2227.5778715610504
63,1.5136760473251345,0.834242582321167,0.9212791323661804,1.4449117183685305,0.8496361374855042,0.9453125,2180.114162921905
64,1.450186014175415,0.8530455231666565,0.9300185441970824,1.4479727745056152,0.850064218044281,0.9447773694992064,2959.686563014984
65,1.4344228506088257,0.8577859997749329,0.9317929148674012,1.4485807418823242,0.8523116707801819,0.9452054500579834,2144.5854182243347
66,1.422696590423584,0.860805094242096,0.9334613084793092,1.4404374361038208,0.8546661138534546,0.9465967416763306,2062.241797685623
67,1.4153226613998413,0.86328125,0.9343352913856506,1.4494253396987915,0.8544520735740662,0.943814218044281,1928.0236682891848
68,1.4025591611862185,0.8663003444671631,0.9362685084342957,1.437479853630066,0.856057345867157,0.9479880332946776,1913.2406117916107
69,1.3945070505142212,0.8699682354927063,0.9372219443321228,1.448721170425415,0.8556292653083801,0.946382701396942,2320.538764476776
70,1.3820406198501587,0.8735434412956238,0.9380561709403992,1.4434279203414917,0.8527397513389587,0.9462757110595704,1960.842158317566
71,1.3733699321746826,0.8759533762931824,0.9398702383041382,1.444761037826538,0.8537029027938843,0.9455265402793884,1898.879332780838
72,1.3686121702194214,0.8774364590644836,0.9398702383041382,1.436594843864441,0.857876718044281,0.9444563388824464,1975.0053350925448
73,1.3616093397140503,0.8797934055328369,0.9405587911605836,1.4437116384506226,0.8538099527359009,0.9459546208381652,1915.4739394187927
74,1.3495464324951172,0.8838188648223877,0.9411016702651978,1.4343217611312866,0.857555627822876,0.9465967416763306,1948.4379017353056
75,1.3363929986953735,0.8866790533065796,0.9432070851325988,1.4322831630706787,0.8603382110595703,0.946810781955719,1917.9992291927335
76,1.3409968614578247,0.8869703412055969,0.9418829679489136,1.4352294206619265,0.8621575236320496,0.946382701396942,1960.244085073471
77,1.326582431793213,0.8895391821861267,0.9440810084342957,1.4317619800567627,0.8603382110595703,0.9465967416763306,1879.8728487491608
78,1.3215551376342771,0.8914194703102112,0.9443591237068176,1.4316227436065674,0.8601241707801819,0.9469178318977356,1957.871082305908
79,1.3129258155822754,0.8944915533065796,0.9461864233016968,1.4360756874084473,0.8595890402793884,0.9474529027938844,2831.917479515076
80,1.3068876266479492,0.8963056206703186,0.9460408091545104,1.4347360134124756,0.8614084124565125,0.9462757110595704,1986.630021095276
81,1.298425793647766,0.8987420797348022,0.947775423526764,1.436405062675476,0.8598030805587769,0.9461686611175536,2334.740067481994
82,1.2956933975219729,0.8984639644622803,0.947523832321167,1.4279115200042725,0.8633347749710083,0.947131872177124,1984.1206929683683
83,1.324988842010498,0.8912738561630249,0.9433395266532898,1.4281736612319946,0.8603382110595703,0.9484161138534546,1880.708793401718
84,1.2860018014907837,0.9025688767433167,0.9481991529464722,1.4288963079452515,0.8624786138534546,0.9461686611175537,2856.6424357891083
85,1.2781925201416016,0.9054157733917236,0.9487950205802917,1.4281374216079712,0.8647260069847107,0.947131872177124,2180.224304676056
86,1.2739466428756714,0.9067001938819885,0.9497881531715393,1.4234716892242432,0.865368127822876,0.946810781955719,2208.3057889938354
87,1.2712172269821167,0.9076933264732361,0.950516402721405,1.4292486906051636,0.863869845867157,0.9463827013969421,2105.851902246475
88,1.2632341384887695,0.9088056087493896,0.9520127177238464,1.4291316270828247,0.865368127822876,0.9463827013969421,1979.6284143924713
89,1.258833885192871,0.9113082885742188,0.9521318674087524,1.4300447702407837,0.8625856041908264,0.9464897513389587,2014.5028023719788
90,1.2535879611968994,0.9128972291946411,0.9525291323661804,1.4282366037368774,0.8645119667053223,0.9452054500579834,2043.02166390419
91,1.249754548072815,0.914459764957428,0.9533236026763916,1.4285537004470825,0.8648330569267273,0.9459546208381653,2001.8406822681427
92,1.2507500648498535,0.9132944941520691,0.9532044529914856,1.4271750450134277,0.8663313388824463,0.9450984597206116,1948.8106689453125
93,1.2511649131774902,0.9133077263832092,0.952462911605835,1.4282095432281494,0.8655821681022644,0.9454195499420166,2042.4455711841583
94,1.2450320720672607,0.9152012467384338,0.9532176852226257,1.4251786470413208,0.8659032583236694,0.9461686611175537,2004.9400975704193
95,1.2371735572814941,0.9172537326812744,0.954038679599762,1.4261932373046875,0.8649400472640991,0.9459546208381653,2069.865002155304
96,1.2469266653060913,0.9146319031715393,0.952727735042572,1.4263899326324463,0.8651540875434875,0.9459546208381653,2086.2416059970856
97,1.2365182638168335,0.9176377058029175,0.954700767993927,1.426836371421814,0.8652611374855042,0.945633590221405,2115.4335317611694
98,1.2383921146392822,0.9179422855377197,0.9541842937469482,1.428080439567566,0.8660102486610413,0.9453125,2112.9098088741302
99,1.233477234840393,0.919001579284668,0.9546345472335815,1.4268386363983154,0.8652611374855042,0.9457405805587769,2146.6536614894867
100,1.2325384616851807,0.9186970591545105,0.9550582766532898,1.4270200729370117,0.8652611374855042,0.9459546208381653,2051.4393751621246
